rater_id,reference_title,soft_attribute,less_than,about_as,more_than
51,The Breakfast Club (1985),fictionalized,,"[""Stand by Me (1986)"",""Life Is Beautiful (La Vita �� bella) (1997)"",""American History X (1998)"",""Raising Arizona (1987)"",""Beverly Hills Cop III (1994)""]","[""Toy Story 2 (1999)"",""Men in Black (a.k.a. MIB) (1997)"",""Gladiator (2000)"",""Con Air (1997)"",""This Is Spinal Tap (1984)""]"
51,Last Action Hero (1993),funny,"[""Star Wars: Episode VI - Return of the Jedi (1983)"",""The Sixth Sense (1999)"",""Air Force One (1997)"",""To Kill a Mockingbird (1962)"",""Snow White and the Seven Dwarfs (1937)""]","[""Die Hard: With a Vengeance (1995)""]","[""There's Something About Mary (1998)"",""The Truth About Cats & Dogs (1996)"",""Finding Nemo (2003)"",""Mrs. Doubtfire (1993)""]"
51,Unbreakable (2000),gory,"[""Mrs. Doubtfire (1993)"",""Raising Arizona (1987)"",""Lost in Translation (2003)"",""Shrek 2 (2004)""]","[""Dances with Wolves (1990)"",""Spider-Man 2 (2004)"",""Lethal Weapon (1987)"",""Batman Forever (1995)""]","[""Alien (1979)"",""Beetlejuice (1988)""]"
51,The Princess Bride (1987),harsh,"[""Toy Story 2 (1999)""]","[""Coneheads (1993)"",""The Cable Guy (1996)"",""Happy Gilmore (1996)"",""Indiana Jones and the Temple of Doom (1984)"",""The Truth About Cats & Dogs (1996)""]","[""Air Force One (1997)"",""V for Vendetta (2006)"",""Speed (1994)"",""Ocean's Eleven (2001)""]"
51,Boogie Nights (1997),heartfelt,"[""GoldenEye (1995)"",""The Departed (2006)"",""The Fugitive (1993)"",""The Lost World: Jurassic Park (1997)""]","[""Fargo (1996)"",""Chinatown (1974)""]","[""The Incredibles (2004)"",""The Green Mile (1999)"",""Pleasantville (1998)"",""Honey, I Shrunk the Kids (1989)""]"
51,The Lion King (1994),impactful,"[""Monty Python and the Holy Grail (1975)"",""Ocean's Eleven (2001)"",""Election (1999)"",""Unbreakable (2000)""]","[""Young Frankenstein (1974)"",""Indiana Jones and the Last Crusade (1989)"",""Kill Bill: Vol. 1 (2003)""]","[""The Shining (1980)"",""Alien (1979)"",""Rocky (1976)""]"
51,Gattaca (1997),incomprehensible,"[""American Beauty (1999)"",""Grease (1978)""]","[""Twelve Monkeys (a.k.a. 12 Monkeys) (1995)"",""The Matrix Reloaded (2003)"",""The Silence of the Lambs (1991)"",""The Lost World: Jurassic Park (1997)""]","[""Monty Python and the Holy Grail (1975)"",""South Park: Bigger, Longer and Uncut (1999)"",""Hot Shots! Part Deux (1993)"",""The Princess Bride (1987)""]"
51,The Fifth Element (1997),intense,"[""Pretty Woman (1990)"",""My Cousin Vinny (1992)"",""The Usual Suspects (1995)""]","[""Run Lola Run (Lola rennt) (1998)"",""Top Gun (1986)"",""Charlie's Angels (2000)"",""The Firm (1993)""]","[""Predator (1987)"",""Arachnophobia (1990)"",""Species (1995)""]"
51,Last Action Hero (1993),interesting,"[""Erin Brockovich (2000)"",""The Net (1995)"",""Rain Man (1988)"",""Beauty and the Beast (1991)""]","[""Raising Arizona (1987)"",""Coneheads (1993)"",""The Dark Knight (2008)""]","[""V for Vendetta (2006)"",""Inception (2010)"",""Aliens (1986)""]"
51,Groundhog Day (1993),juvenile humor,"[""L��on: The Professional (a.k.a. The Professional) (L��on) (1994)"",""The Terminator (1984)"",""Kill Bill: Vol. 1 (2003)"",""The Lord of the Rings: The Return of the King (2003)""]","[""Being John Malkovich (1999)"",""Fish Called Wanda, A (1988)"",""The Usual Suspects (1995)""]","[""Ace Ventura: Pet Detective (1994)"",""Mary Poppins (1964)"",""Back to the Future Part III (1990)""]"
51,Aliens (1986),light-hearted,"[""The Client (1994)""]","[""Mission: Impossible (1996)"",""V for Vendetta (2006)"",""The Blair Witch Project (1999)"",""Legends of the Fall (1994)""]","[""Monty Python and the Holy Grail (1975)"",""Indiana Jones and the Temple of Doom (1984)"",""Dumb & Dumber (Dumb and Dumber) (1994)"",""The American President (1995)"",""Rain Man (1988)""]"
51,Judge Dredd (1995),long,,"[""Blade Runner (1982)"",""Interview with the Vampire: The Vampire Chronicles (1994)"",""Die Hard: With a Vengeance (1995)"",""The Fifth Element (1997)"",""Lock, Stock & Two Smoking Barrels (1998)"",""Ace Ventura: Pet Detective (1994)"",""Stargate (1994)""]","[""The Departed (2006)"",""Gladiator (2000)"",""Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001)""]"
51,Mission: Impossible (1996),mainstream,"[""This Is Spinal Tap (1984)"",""Eyes Wide Shut (1999)"",""The Abyss (1989)"",""Memento (2000)"",""Legends of the Fall (1994)""]","[""Men in Black (a.k.a. MIB) (1997)"",""Saving Private Ryan (1998)"",""Few Good Men, A (1992)""]","[""Snow White and the Seven Dwarfs (1937)"",""Ace Ventura: Pet Detective (1994)""]"
51,Clear and Present Danger (1994),make you think,"[""Grease (1978)"",""Big (1988)"",""The Truth About Cats & Dogs (1996)"",""Beauty and the Beast (1991)""]","[""Predator (1987)"",""Mission: Impossible II (2000)"",""Alien (1979)"",""Casino (1995)"",""Reservoir Dogs (1992)""]","[""Mr. Holland's Opus (1995)""]"
51,To Kill a Mockingbird (1962),mindless,"[""Fargo (1996)"",""Chinatown (1974)""]","[""Interview with the Vampire: The Vampire Chronicles (1994)"",""The Green Mile (1999)"",""Get Shorty (1995)"",""Amelie (Fabuleux destin d'Am��lie Poulain, Le) (2001)""]","[""Terminator 2: Judgment Day (1991)"",""Pirates of the Caribbean: The Curse of the Black Pearl (2003)"",""Dogma (1999)"",""Ghost (1990)""]"
51,Die Hard (1988),mushy mushy,"[""Trainspotting (1996)"",""Full Metal Jacket (1987)"",""Seven (a.k.a. Se7en) (1995)"",""Total Recall (1990)""]","[""Rocky (1976)"",""Interview with the Vampire: The Vampire Chronicles (1994)""]","[""My Cousin Vinny (1992)"",""Home Alone (1990)"",""Spider-Man 2 (2004)"",""Mr. Holland's Opus (1995)""]"
51,The Princess Bride (1987),original,"[""There's Something About Mary (1998)"",""Erin Brockovich (2000)"",""Meet the Parents (2000)"",""Run Lola Run (Lola rennt) (1998)"",""Beverly Hills Cop III (1994)""]","[""Home Alone (1990)"",""Aliens (1986)"",""Indiana Jones and the Last Crusade (1989)"",""Independence Day (a.k.a. ID4) (1996)""]","[""2001: A Space Odyssey (1968)""]"
51,Chicken Run (2000),over the top,"[""Beautiful Mind, A (2001)"",""Almost Famous (2000)"",""Clueless (1995)"",""The Fugitive (1993)"",""Scream (1996)"",""Congo (1995)""]","[""Monsters, Inc. (2001)"",""The Nightmare Before Christmas (1993)""]","[""Clockwork Orange, A (1971)"",""The Shining (1980)""]"
51,Species (1995),overrated,"[""L��on: The Professional (a.k.a. The Professional) (L��on) (1994)"",""Inception (2010)"",""The Godfather (1972)"",""The Fugitive (1993)"",""Reservoir Dogs (1992)""]","[""Interview with the Vampire: The Vampire Chronicles (1994)"",""Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001)"",""Scream (1996)"",""Mrs. Doubtfire (1993)""]","[""Waterworld (1995)""]"
51,Indiana Jones and the Last Crusade (1989),playful,"[""Mission: Impossible (1996)"",""Interview with the Vampire: The Vampire Chronicles (1994)"",""Full Metal Jacket (1987)"",""Cast Away (2000)"",""Con Air (1997)""]","[""Pirates of the Caribbean: The Curse of the Black Pearl (2003)"",""Scream (1996)""]","[""Babe (1995)"",""Grease (1978)"",""Mrs. Doubtfire (1993)""]"
51,Air Force One (1997),pointless,"[""Eternal Sunshine of the Spotless Mind (2004)"",""Contact (1997)"",""Run Lola Run (Lola rennt) (1998)""]","[""Eraser (1996)"",""The Sixth Sense (1999)""]","[""Meet the Parents (2000)"",""Coneheads (1993)"",""Ace Ventura: Pet Detective (1994)"",""The Nightmare Before Christmas (1993)"",""The Lost World: Jurassic Park (1997)""]"
51,To Kill a Mockingbird (1962),predictable,"[""Lock, Stock & Two Smoking Barrels (1998)"",""Unbreakable (2000)""]","[""American Beauty (1999)"",""Rushmore (1998)"",""True Lies (1994)"",""The Godfather: Part II (1974)""]","[""Dumb & Dumber (Dumb and Dumber) (1994)"",""Toy Story (1995)"",""Happy Gilmore (1996)"",""Chicken Run (2000)""]"
51,"Lock, Stock & Two Smoking Barrels (1998)",realistic,"[""Star Wars: Episode V - The Empire Strikes Back (1980)"",""Spider-Man (2002)"",""Jurassic Park (1993)"",""The Shining (1980)"",""Congo (1995)""]","[""Groundhog Day (1993)"",""The Talented Mr. Ripley (1999)"",""Armageddon (1998)""]","[""Philadelphia (1993)"",""Annie Hall (1977)""]"
51,The Terminator (1984),romantic,,"[""GoldenEye (1995)"",""Judge Dredd (1995)"",""Jaws (1975)"",""Catch Me If You Can (2002)"",""Jurassic Park (1993)"",""Batman Begins (2005)""]","[""Eternal Sunshine of the Spotless Mind (2004)"",""The Crow (1994)"",""Office Space (1999)"",""Ace Ventura: When Nature Calls (1995)""]"
51,Clerks (1994),sappy,"[""The Game (1997)"",""Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964)"",""The American President (1995)"",""Enemy of the State (1998)"",""Run Lola Run (Lola rennt) (1998)"",""Indiana Jones and the Last Crusade (1989)"",""Stargate (1994)""]","[""Austin Powers: The Spy Who Shagged Me (1999)""]","[""Jerry Maguire (1996)"",""Pretty Woman (1990)""]"
51,The Big Lebowski (1998),scary,"[""Big (1988)"",""Toy Story 2 (1999)"",""Ace Ventura: When Nature Calls (1995)"",""Good Will Hunting (1997)"",""Robin Hood: Men in Tights (1993)"",""Addams Family Values (1993)""]","[""Rushmore (1998)""]","[""Twelve Monkeys (a.k.a. 12 Monkeys) (1995)"",""Air Force One (1997)"",""The Net (1995)""]"
51,Casino (1995),serious,"[""Happy Gilmore (1996)"",""Big (1988)"",""The Incredibles (2004)"",""Snow White and the Seven Dwarfs (1937)"",""The Mask (1994)"",""Back to the Future Part II (1989)"",""Spider-Man (2002)"",""The Mummy (1999)""]","[""Star Wars: Episode I - The Phantom Menace (1999)"",""Armageddon (1998)""]",
51,The Sixth Sense (1999),simplistic script,"[""Snatch (2000)"",""Get Shorty (1995)"",""Lock, Stock & Two Smoking Barrels (1998)""]","[""Unbreakable (2000)"",""V for Vendetta (2006)""]","[""Batman (1989)"",""Arachnophobia (1990)"",""The Mask (1994)"",""Armageddon (1998)"",""The Blair Witch Project (1999)""]"
51,The Birdcage (1996),slow-paced,"[""Natural Born Killers (1994)"",""Clear and Present Danger (1994)"",""Catch Me If You Can (2002)"",""Inception (2010)""]","[""Grease (1978)"",""Amadeus (1984)"",""The Nutty Professor (1996)"",""Happy Gilmore (1996)""]","[""Fargo (1996)"",""Stand by Me (1986)""]"
51,Robin Hood: Men in Tights (1993),tearful,"[""Minority Report (2002)"",""Casino (1995)"",""Outbreak (1995)"",""Dead Man Walking (1995)"",""The Lord of the Rings: The Fellowship of the Ring (2001)""]","[""Toy Story (1995)"",""The Lion King (1994)"",""Clueless (1995)""]","[""Shakespeare in Love (1998)"",""Sleepless in Seattle (1993)""]"
51,GoldenEye (1995),terrifying,"[""Dumb & Dumber (Dumb and Dumber) (1994)"",""Fish Called Wanda, A (1988)"",""Ghost (1990)"",""Monty Python and the Holy Grail (1975)""]","[""Star Wars: Episode I - The Phantom Menace (1999)"",""Die Hard 2 (1990)"",""Spider-Man (2002)"",""Indiana Jones and the Temple of Doom (1984)""]","[""Twelve Monkeys (a.k.a. 12 Monkeys) (1995)"",""Jaws (1975)""]"
51,Vertigo (1958),tongue and cheek,"[""The Mummy (1999)"",""Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001)"",""Who Framed Roger Rabbit? (1988)"",""Dave (1993)"",""Home Alone (1990)"",""Ace Ventura: When Nature Calls (1995)"",""Jerry Maguire (1996)""]","[""The Big Lebowski (1998)"",""Goodfellas (1990)""]","[""The Sixth Sense (1999)""]"
51,Romancing the Stone (1984),twisty,"[""Babe (1995)"",""Ghostbusters (a.k.a. Ghost Busters) (1984)"",""Happy Gilmore (1996)"",""RoboCop (1987)"",""Men in Black (a.k.a. MIB) (1997)""]","[""Twister (1996)"",""This Is Spinal Tap (1984)"",""Dave (1993)""]","[""The Talented Mr. Ripley (1999)"",""Groundhog Day (1993)""]"
51,Babe (1995),typical,,"[""Pirates of the Caribbean: The Curse of the Black Pearl (2003)"",""Edward Scissorhands (1990)"",""Batman (1989)""]","[""The Breakfast Club (1985)"",""Chasing Amy (1997)"",""When Harry Met Sally... (1989)"",""Romancing the Stone (1984)"",""The Net (1995)"",""Clueless (1995)"",""Eyes Wide Shut (1999)""]"
51,Desperado (1995),unique story,,"[""Casino (1995)"",""American Beauty (1999)"",""The Breakfast Club (1985)"",""Stand by Me (1986)""]","[""Groundhog Day (1993)"",""Being John Malkovich (1999)"",""The Lord of the Rings: The Return of the King (2003)"",""Babe (1995)"",""X2: X-Men United (2003)"",""Ace Ventura: Pet Detective (1994)""]"
51,Terminator 2: Judgment Day (1991),unrealistic,"[""Traffic (2000)"",""Taxi Driver (1976)"",""Snatch (2000)"",""Casablanca (1942)"",""Vertigo (1958)""]","[""Star Wars: Episode V - The Empire Strikes Back (1980)"",""RoboCop (1987)"",""Unbreakable (2000)"",""The Shining (1980)"",""Ghost (1990)""]",
51,Casablanca (1942),violent,"[""Mrs. Doubtfire (1993)"",""Shakespeare in Love (1998)"",""The Lion King (1994)""]","[""Few Good Men, A (1992)""]","[""Twelve Monkeys (a.k.a. 12 Monkeys) (1995)"",""The Godfather (1972)"",""Aliens (1986)"",""Arachnophobia (1990)"",""Speed (1994)"",""Star Wars: Episode VI - Return of the Jedi (1983)""]"
51,The American President (1995),well directed,"[""Ace Ventura: Pet Detective (1994)"",""The Lost World: Jurassic Park (1997)"",""Clerks (1994)"",""Happy Gilmore (1996)""]","[""Being John Malkovich (1999)"",""It's a Wonderful Life (1946)"",""Unbreakable (2000)"",""The Dark Knight (2008)"",""Grosse Pointe Blank (1997)""]","[""High Fidelity (2000)""]"
52,Batman Forever (1995),action filled,"[""The Client (1994)"",""The Departed (2006)"",""The Green Mile (1999)"",""Meet the Parents (2000)"",""As Good as It Gets (1997)"",""Harry Potter and the Chamber of Secrets (2002)"",""Back to the Future Part III (1990)""]","[""The Hunt for Red October (1990)""]","[""The Bourne Identity (2002)"",""The Terminator (1984)""]"
52,Austin Powers: International Man of Mystery (1997),animated,"[""Seven (a.k.a. Se7en) (1995)"",""The Hunt for Red October (1990)"",""Die Hard 2 (1990)"",""Minority Report (2002)"",""Star Wars: Episode IV - A New Hope (1977)"",""Titanic (1997)"",""Traffic (2000)"",""Grease (1978)"",""The Sound of Music (1965)""]","[""Ghostbusters (a.k.a. Ghost Busters) (1984)""]",
52,Romancing the Stone (1984),artsy,"[""Meet the Parents (2000)"",""Con Air (1997)""]","[""Mission: Impossible II (2000)"",""Catch Me If You Can (2002)"",""The Fugitive (1993)"",""Die Hard 2 (1990)"",""Home Alone (1990)""]","[""Edward Scissorhands (1990)"",""Rain Man (1988)"",""Gone with the Wind (1939)""]"
52,The Hunt for Red October (1990),believable,"[""Die Hard (1988)"",""Minority Report (2002)"",""The Net (1995)"",""Spider-Man (2002)"",""The Usual Suspects (1995)"",""Grosse Pointe Blank (1997)"",""The Sound of Music (1965)""]","[""The Bourne Identity (2002)""]","[""Sleepless in Seattle (1993)"",""Stand by Me (1986)""]"
52,Pulp Fiction (1994),big budget,"[""Election (1999)"",""Snatch (2000)"",""Beautiful Mind, A (2001)""]","[""Rain Man (1988)"",""Get Shorty (1995)"",""Meet the Parents (2000)""]","[""GoldenEye (1995)"",""Back to the Future (1985)"",""Indiana Jones and the Last Crusade (1989)"",""Batman (1989)""]"
52,Ransom (1996),bizarre,"[""Twister (1996)"",""Stand by Me (1986)""]","[""Saving Private Ryan (1998)"",""Clear and Present Danger (1994)""]","[""South Park: Bigger, Longer and Uncut (1999)"",""Coneheads (1993)"",""Honey, I Shrunk the Kids (1989)"",""Being John Malkovich (1999)"",""The Terminator (1984)"",""Superman (1978)""]"
52,Pulp Fiction (1994),boring,,"[""Rear Window (1954)"",""Fight Club (1999)"",""Terminator 2: Judgment Day (1991)"",""GoldenEye (1995)"",""Willy Wonka & the Chocolate Factory (1971)"",""Austin Powers: International Man of Mystery (1997)""]","[""The Graduate (1967)"",""Pleasantville (1998)"",""Honey, I Shrunk the Kids (1989)"",""Species (1995)""]"
52,As Good as It Gets (1997),budget,"[""American Beauty (1999)""]","[""The Hunt for Red October (1990)"",""Rocky (1976)"",""Stand by Me (1986)"",""The Green Mile (1999)""]","[""The Shining (1980)"",""Star Wars: Episode IV - A New Hope (1977)"",""Twister (1996)"",""Blade Runner (1982)"",""Star Wars: Episode V - The Empire Strikes Back (1980)""]"
52,Sleepless in Seattle (1993),cartoonish,"[""Twister (1996)""]","[""Jerry Maguire (1996)"",""The Wizard of Oz (1939)"",""Clear and Present Danger (1994)""]","[""Back to the Future Part II (1989)"",""Face/Off (1997)"",""Ghostbusters (a.k.a. Ghost Busters) (1984)"",""Back to the Future (1985)"",""Die Hard: With a Vengeance (1995)"",""Snatch (2000)""]"
52,Willy Wonka & the Chocolate Factory (1971),cheesy,"[""The Firm (1993)"",""Crimson Tide (1995)"",""Rain Man (1988)"",""Lost in Translation (2003)"",""The Net (1995)"",""Mary Poppins (1964)""]","[""Harry Potter and the Chamber of Secrets (2002)""]","[""Coneheads (1993)"",""Austin Powers: International Man of Mystery (1997)"",""Con Air (1997)""]"
52,E.T. the Extra-Terrestrial (1982),complicated,"[""Coneheads (1993)"",""Superman (1978)"",""Starship Troopers (1997)""]","[""Die Hard: With a Vengeance (1995)"",""It's a Wonderful Life (1946)""]","[""Star Wars: Episode V - The Empire Strikes Back (1980)"",""Airplane! (1980)"",""Traffic (2000)"",""The Firm (1993)"",""The Talented Mr. Ripley (1999)""]"
52,Batman (1989),confusing,"[""As Good as It Gets (1997)"",""Grease (1978)"",""American Pie (1999)"",""Meet the Parents (2000)""]","[""Independence Day (a.k.a. ID4) (1996)"",""Air Force One (1997)""]","[""Star Wars: Episode I - The Phantom Menace (1999)"",""Airplane! (1980)"",""Blade Runner (1982)"",""The Net (1995)""]"
52,The Usual Suspects (1995),crazy gore,"[""E.T. the Extra-Terrestrial (1982)"",""Top Gun (1986)"",""Lost in Translation (2003)"",""Speed (1994)"",""Traffic (2000)"",""Star Trek II: The Wrath of Khan (1982)""]","[""Seven (a.k.a. Se7en) (1995)""]","[""Mars Attacks! (1996)"",""Ghostbusters (a.k.a. Ghost Busters) (1984)"",""The Dark Knight (2008)""]"
52,Stand by Me (1986),dense,"[""RoboCop (1987)"",""Coneheads (1993)""]","[""Back to the Future Part III (1990)"",""Aliens (1986)"",""Jurassic Park (1993)"",""Willy Wonka & the Chocolate Factory (1971)"",""The Dark Knight (2008)"",""L.A. Confidential (1997)"",""Lock, Stock & Two Smoking Barrels (1998)"",""True Romance (1993)""]",
52,Snow White and the Seven Dwarfs (1937),documentary style,,"[""Meet the Parents (2000)"",""Terminator 2: Judgment Day (1991)"",""Jurassic Park (1993)"",""What's Eating Gilbert Grape (1993)"",""Ghostbusters (a.k.a. Ghost Busters) (1984)"",""Harry Potter and the Chamber of Secrets (2002)"",""Air Force One (1997)"",""Casablanca (1942)""]","[""Grosse Pointe Blank (1997)"",""2001: A Space Odyssey (1968)""]"
52,Seven (a.k.a. Se7en) (1995),dramatic,"[""Jurassic Park (1993)"",""Willy Wonka & the Chocolate Factory (1971)"",""Ghostbusters (a.k.a. Ghost Busters) (1984)"",""Lost in Translation (2003)"",""Mission: Impossible (1996)"",""Harry Potter and the Chamber of Secrets (2002)"",""Inception (2010)""]","[""The Fugitive (1993)"",""Die Hard (1988)""]","[""The Shining (1980)""]"
52,Minority Report (2002),dynamic,"[""As Good as It Gets (1997)"",""Predator (1987)"",""Good Will Hunting (1997)"",""There's Something About Mary (1998)""]","[""Clear and Present Danger (1994)"",""The Truman Show (1998)""]","[""The Wizard of Oz (1939)"",""Austin Powers: International Man of Mystery (1997)"",""Honey, I Shrunk the Kids (1989)"",""L.A. Confidential (1997)""]"
52,The Wizard of Oz (1939),entertaining,"[""Boogie Nights (1997)"",""Office Space (1999)""]","[""Edward Scissorhands (1990)"",""Memento (2000)"",""The Net (1995)"",""Fight Club (1999)"",""Clear and Present Danger (1994)""]","[""Jurassic Park (1993)"",""Scream (1996)"",""Aliens (1986)""]"
52,Mary Poppins (1964),exaggerated,"[""Face/Off (1997)""]","[""Pretty Woman (1990)"",""It's a Wonderful Life (1946)"",""Indiana Jones and the Last Crusade (1989)""]","[""Star Wars: Episode I - The Phantom Menace (1999)"",""There's Something About Mary (1998)"",""Meet the Parents (2000)"",""American Pie (1999)"",""Snatch (2000)"",""Predator (1987)""]"
52,What's Eating Gilbert Grape (1993),factual,"[""Back to the Future Part II (1989)"",""Batman (1989)"",""Minority Report (2002)"",""Young Frankenstein (1974)"",""Starship Troopers (1997)"",""The Lost World: Jurassic Park (1997)""]","[""The Silence of the Lambs (1991)""]","[""Casino (1995)"",""Erin Brockovich (2000)"",""Beautiful Mind, A (2001)""]"
52,"Fish Called Wanda, A (1988)",far-fetched,"[""Top Gun (1986)"",""The Departed (2006)"",""Casino (1995)""]","[""Natural Born Killers (1994)"",""Pretty Woman (1990)""]","[""Back to the Future (1985)"",""The Sixth Sense (1999)"",""Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001)"",""Charlie's Angels (2000)"",""Naked Gun 33 1/3: The Final Insult (1994)""]"
52,Stand by Me (1986),feels real,"[""Airplane! (1980)"",""Beetlejuice (1988)"",""The Terminator (1984)"",""Big (1988)""]","[""Die Hard (1988)"",""The Truman Show (1998)""]","[""Rocky (1976)"",""Gone with the Wind (1939)"",""Jerry Maguire (1996)"",""The English Patient (1996)""]"
52,Pretty Woman (1990),fictionalized,"[""Beautiful Mind, A (2001)""]","[""Four Weddings and a Funeral (1994)"",""The Net (1995)"",""Sleepless in Seattle (1993)""]","[""Election (1999)"",""What's Eating Gilbert Grape (1993)"",""Grosse Pointe Blank (1997)"",""Men in Black (a.k.a. MIB) (1997)"",""Face/Off (1997)"",""Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)""]"
52,Rain Man (1988),funny,"[""Titanic (1997)"",""Air Force One (1997)"",""The Dark Knight (2008)"",""Jaws (1975)"",""Heat (1995)""]","[""What's Eating Gilbert Grape (1993)"",""The Fifth Element (1997)""]","[""Starship Troopers (1997)"",""Airplane! (1980)"",""Meet the Parents (2000)""]"
52,Grease (1978),gory,"[""The Wizard of Oz (1939)""]","[""When Harry Met Sally... (1989)"",""Pleasantville (1998)"",""It's a Wonderful Life (1946)""]","[""The Dark Knight (2008)"",""Arachnophobia (1990)"",""Jaws (1975)"",""Batman Forever (1995)"",""The Fugitive (1993)"",""Pirates of the Caribbean: The Curse of the Black Pearl (2003)""]"
52,Die Hard (1988),harsh,"[""GoldenEye (1995)"",""Top Gun (1986)"",""The Fifth Element (1997)"",""Spider-Man (2002)"",""Snow White and the Seven Dwarfs (1937)"",""Interview with the Vampire: The Vampire Chronicles (1994)"",""Big (1988)"",""Casino (1995)""]","[""RoboCop (1987)"",""Scream (1996)""]",
52,The English Patient (1996),heartfelt,"[""Inception (2010)"",""Natural Born Killers (1994)"",""Jurassic Park (1993)"",""South Park: Bigger, Longer and Uncut (1999)"",""Batman (1989)"",""Terminator 2: Judgment Day (1991)"",""Con Air (1997)""]",,"[""Mrs. Doubtfire (1993)"",""Beetlejuice (1988)"",""The Breakfast Club (1985)""]"
52,Jumanji (1995),impactful,"[""Meet the Parents (2000)""]","[""Die Hard 2 (1990)"",""Air Force One (1997)"",""Snow White and the Seven Dwarfs (1937)""]","[""The Client (1994)"",""Ghostbusters (a.k.a. Ghost Busters) (1984)"",""E.T. the Extra-Terrestrial (1982)"",""Good Will Hunting (1997)"",""Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001)"",""Terminator 2: Judgment Day (1991)""]"
52,Die Hard 2 (1990),incomprehensible,"[""The English Patient (1996)""]","[""The Dark Knight (2008)"",""Harry Potter and the Chamber of Secrets (2002)"",""Catch Me If You Can (2002)"",""Pleasantville (1998)"",""Batman (1989)"",""Back to the Future Part III (1990)"",""The Bourne Identity (2002)""]","[""True Romance (1993)"",""2001: A Space Odyssey (1968)""]"
52,The Client (1994),intense,"[""Spider-Man (2002)"",""Pretty Woman (1990)"",""Harry Potter and the Chamber of Secrets (2002)"",""Casablanca (1942)"",""Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)""]","[""Indiana Jones and the Temple of Doom (1984)"",""Terminator 2: Judgment Day (1991)""]","[""Outbreak (1995)"",""Pulp Fiction (1994)"",""Seven (a.k.a. Se7en) (1995)""]"
52,Men in Black (a.k.a. MIB) (1997),interesting,"[""Con Air (1997)"",""It's a Wonderful Life (1946)"",""Superman (1978)"",""As Good as It Gets (1997)""]","[""Seven (a.k.a. Se7en) (1995)"",""Austin Powers: The Spy Who Shagged Me (1999)"",""The Dark Knight (2008)"",""The Terminator (1984)""]","[""Titanic (1997)"",""Jurassic Park (1993)""]"
52,Jerry Maguire (1996),juvenile humor,"[""Outbreak (1995)"",""Few Good Men, A (1992)"",""Inception (2010)"",""Gone with the Wind (1939)""]","[""Grosse Pointe Blank (1997)"",""The Lost World: Jurassic Park (1997)""]","[""Pulp Fiction (1994)"",""Men in Black (a.k.a. MIB) (1997)"",""Willy Wonka & the Chocolate Factory (1971)"",""Spider-Man (2002)""]"
52,Philadelphia (1993),light-hearted,,"[""Blade Runner (1982)"",""2001: A Space Odyssey (1968)"",""The Sixth Sense (1999)""]","[""Four Weddings and a Funeral (1994)"",""The Terminator (1984)"",""Batman (1989)"",""Mission: Impossible II (2000)"",""Grosse Pointe Blank (1997)"",""Minority Report (2002)"",""Heat (1995)""]"
52,Batman Forever (1995),long,"[""Top Gun (1986)"",""Airplane! (1980)"",""Run Lola Run (Lola rennt) (1998)""]","[""Scream (1996)"",""The Client (1994)"",""Terminator 2: Judgment Day (1991)""]","[""Stand by Me (1986)"",""The Abyss (1989)"",""Casino (1995)"",""Close Encounters of the Third Kind (1977)""]"
52,Air Force One (1997),mainstream,"[""Star Trek II: The Wrath of Khan (1982)"",""Run Lola Run (Lola rennt) (1998)""]","[""Congo (1995)"",""Schindler's List (1993)"",""Big (1988)""]","[""Grease (1978)"",""Batman (1989)"",""Ghostbusters (a.k.a. Ghost Busters) (1984)"",""Independence Day (a.k.a. ID4) (1996)"",""Rocky (1976)""]"
52,Airplane! (1980),make you think,"[""Coneheads (1993)"",""The Blair Witch Project (1999)""]","[""The Fifth Element (1997)"",""Mars Attacks! (1996)""]","[""True Romance (1993)"",""The Shining (1980)"",""Close Encounters of the Third Kind (1977)"",""Rain Man (1988)"",""Requiem for a Dream (2000)"",""The English Patient (1996)""]"
52,Seven (a.k.a. Se7en) (1995),mindless,"[""Psycho (1960)"",""Alien (1979)""]","[""Snow White and the Seven Dwarfs (1937)"",""The Net (1995)"",""The Breakfast Club (1985)"",""Men in Black (a.k.a. MIB) (1997)""]","[""Jumanji (1995)"",""Back to the Future Part III (1990)"",""Spider-Man (2002)"",""American Pie (1999)""]"
52,Die Hard (1988),mushy mushy,"[""The Silence of the Lambs (1991)"",""Psycho (1960)""]","[""Lock, Stock & Two Smoking Barrels (1998)"",""Aliens (1986)"",""The Usual Suspects (1995)""]","[""There's Something About Mary (1998)"",""Airplane! (1980)"",""Four Weddings and a Funeral (1994)"",""Lost in Translation (2003)"",""Ghostbusters (a.k.a. Ghost Busters) (1984)""]"
